video_id,title,description,published_at,view_count,like_count,dislike_count,comment_count,Month
X-TkrWpO75k,Eminem - Good Guy (Official Music Video) ft. Jessie Reyez,"From the album Kamikaze, out now: https://stream.lnk.to/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Good Guy. © 2018 Aftermath Records

http://vevo.ly/ljMkXj",2018-12-07 17:00:03+00:00,54718279,1035223,0,49158,12
TGWhv8JMyr8,"Eminem - ""Kick Off"" (Freestyle)","Shot on location at The Shelter at St. Andrew's in Detroit, Michigan

Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-12-01 02:26:38+00:00,7325197,336523,0,46597,12
7xUYUJ69BnE,Bodied - Official Feature Film - directed by Joseph Kahn and Produced by Eminem,"Words are weapons in the world’s most brutal lyrical sport. Produced by Eminem and directed by Joseph Khan, one of the biggest music video directors of all time (from Wu Tang Clan to Taylor Swift), “Bodied” is a go-for-the-jugular, hilarious look inside the competitive world of rap battles. Berkeley grad student Adam Merkin (Calum Worthy; “American Vandal,” “Austin & Ally”) gets sucked into the game after meeting icon Behn Grym (Jackie Strong; BET’s “Real Husbands of Hollywood”) and accidentally competing in—and winning—his first battle. Rising through the ranks of the battle scene with his provocative insults, Adam alienates his academic buddies, uptight girlfriend, and literary professor father (Anthony Michael Hall).

0:00 X-Tract Vs Behn Grym
10:30 Adam Vs Billy Pistolz
16:14 College
23:07 Adam Gets A Shot
36:22 The Winner
38:55 Revealing The Truth
44:27 LA Rap Battle
55:58 After Party
1:05:05 Getting To Know Oz
1:09:21 New Opportunities
1:13:27 Confrontations
1:20:29 Killerfornia Battle League
1:40:08 No Rulez
1:44:04 Consequences Of Battle
1:51:00 Megaton Vs Adam

Available with YouTube Premium - https://www.youtube.com/premium/originals. To see if Premium is available in your country, click here: https://goo.gl/A3HtfP",2018-11-28 17:00:02+00:00,0,0,0,12522,11
cozHsxwBfJE,Behind the Scenes - Eminem Jimmy Kimmel Live “Venom” Performance – Presented by Google Pixel 3,"Behind the scenes of Eminem’s exclusive Jimmy Kimmel Live performance of “Venom” from high atop the Empire State Building. Presented by Google Pixel 3.

Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-10-18 18:33:07+00:00,1160896,61993,0,3388,10
IGbvF1yBsv8,"Eminem Performs ""Venom"" from the Empire State Building on Jimmy Kimmel Live","Eminem's performance from Jimmy Kimmel Live on October 15, 2018.

""Venom"" is from his 10th studio album Kamikaze, out now: http://shady.sr/Kamikaze 

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-10-16 13:56:16+00:00,28561487,865580,0,33861,10
Heses2X2hTE,Bodied - Uncensored Official Trailer - Produced by Eminem,"Coming to selected theaters 11/2/18

Words are weapons in the world’s most brutal lyrical sport. 

Produced by Eminem and directed by Joseph Kahn, one of the biggest music video directors of all time (from Wu Tang Clan to Taylor Swift), “Bodied” is a go-for-the-jugular, hilarious look inside the competitive world of rap battles. Berkeley grad student Adam Merkin (Calum Worthy; “American Vandal,” “Austin & Ally”) gets sucked into the game after meeting icon Behn Grym (Jackie Long; BET’s “Real Husbands of Hollywood”) and accidentally competing in—and winning—his first battle. Rising through the ranks of the battle scene with his provocative insults, Adam alienates his academic buddies, uptight girlfriend, and literary professor father (Anthony Michael Hall).

Available with YouTube Premium from 11/28  - https://www.youtube.com/premium/originals. To see if Premium is available in your country, click here: https://goo.gl/A3HtfP",2018-10-08 16:00:47+00:00,2327588,80409,0,5031,10
oUry7CpMpCE,Bodied - Official Trailer - Produced by Eminem.,"Coming to selected theaters 11/2/18

Words are weapons in the world’s most brutal lyrical sport. 

Produced by Eminem and directed by Joseph Kahn, one of the biggest music video directors of all time (from Wu Tang Clan to Taylor Swift), “Bodied” is a go-for-the-jugular, hilarious look inside the competitive world of rap battles. Berkeley grad student Adam Merkin (Calum Worthy; “American Vandal,” “Austin & Ally”) gets sucked into the game after meeting icon Behn Grym (Jackie Long; BET’s “Real Husbands of Hollywood”) and accidentally competing in—and winning—his first battle. Rising through the ranks of the battle scene with his provocative insults, Adam alienates his academic buddies, uptight girlfriend, and literary professor father (Anthony Michael Hall).

Available with YouTube Premium 11/28 - https://www.youtube.com/premium/originals. To see if Premium is available in your country, click here: https://goo.gl/A3HtfP",2018-10-08 16:00:37+00:00,5343090,209187,0,12605,10
8CdcCD5V-d8,Eminem - Venom,"Listen to Venom (Music From The Motion Picture), out now: http://smarturl.it/EminemVenom

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Dir: Rich Lee
Producer: Justin Diener & Kathy Angstadt
Production Company: Drive Studios
Director of Photography: Christopher Probst
Production Designer: Charles Infante


Music video by Eminem performing Venom. © 2018 Aftermath Records

http://vevo.ly/l4nX93",2018-10-05 17:00:00+00:00,885768709,11190459,0,374273,10
Ji5I03sko8s,Eminem x Sway - The Kamikaze Interview (Part 4),"Eminem sat down with Sway for an exclusive interview for his tenth studio album, Kamikaze.  This is Part Four and is the finale of the interview series.

Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-09-15 03:20:19+00:00,4561409,146253,0,13335,9
FxQTY-W6GIo,KILLSHOT [Official Audio],"Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-09-14 18:55:13+00:00,493641952,6810785,0,205289,9
8Yyr85VNNKU,Eminem x Sway - The Kamikaze Interview (Part 3),"Eminem sat down with Sway for an exclusive interview for his tenth studio album, Kamikaze.  This is Part Three.

Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-09-14 00:00:02+00:00,6676130,150112,0,17460,9
mvSItvjFE1c,Eminem - Lucky You (Official Music Video) ft. Joyner Lucas,"From the album Kamikaze, out now: https://stream.lnk.to/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Lucky You. © 2018 Aftermath Records

http://vevo.ly/0XH5c8",2018-09-13 15:00:06+00:00,197124390,3365620,0,180321,9
wrpauWGy4tQ,Eminem x Sway - The Kamikaze Interview (Part 2),"Eminem sat down with Sway for an exclusive interview for his tenth studio album, Kamikaze.  This is Part Two.

Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-09-13 00:00:48+00:00,9057148,210104,0,28256,9
Kqh3zNhC5Kg,Eminem x Sway - The Kamikaze Interview (Part 1),"Eminem sat down with Sway for an exclusive interview for his tenth studio album, Kamikaze.  This is Part One.

Kamikaze is out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-09-12 00:00:10+00:00,12078180,297076,0,31594,9
MfTbHITdhEI,Eminem - Fall (Official Music Video),"From the album Kamikaze, out now: https://stream.lnk.to/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Fall. © 2018 Aftermath Records

http://vevo.ly/E37yJC",2018-09-04 17:00:02+00:00,232453719,3290688,0,193052,9
jsur8561_1A,Fall [Official Audio],"From the album Kamikaze, out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-08-31 18:11:20+00:00,19146909,245826,0,13204,8
FhF9RwkHAJw,Kamikaze [Official Audio],"From the album Kamikaze, out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-08-31 05:33:34+00:00,45039552,661773,0,33174,8
1arz9Q9qBas,Lucky You (Feat. Joyner Lucas) [Official Audio],"From the album Kamikaze, out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-08-31 05:33:28+00:00,142744778,1156825,0,52770,8
A75Ot8IXLfI,Eminem - River ft. Ed Sheeran (LIVE AT TWICKENHAM 2018),"Live performance of River ft. Ed Sheeran from Eminem's 2018 European tour.

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-07-19 16:00:17+00:00,2496168,96408,0,4261,7
PVbQrvlB_gw,Eminem - Framed,"The official video for Eminem's ""Framed"" off the album Revival. Available now: http://shady.sr/Revival For more visit:

http://eminem.com

http://facebook.com/eminem

http://twitter.com/eminem

http://instagram.com/eminem

http://eminem.tumblr.com

http://shadyrecords.com

http://facebook.com/shadyrecords

http://twitter.com/shadyrecords

http://instagram.com/shadyrecords

http://trustshady.tumblr.com

Music video by Eminem performing Framed. © 2018 Aftermath Records

http://vevo.ly/T0j7Vu",2018-04-03 16:00:04+00:00,30224484,675127,0,55664,4
d5dCwHje3MY,"""Framed"" (Official Video Trailer)","Trailer for the official ""Framed"" music video.

Revival is available everywhere now: http://shady.sr/Revival

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-03-28 16:00:09+00:00,1412943,20640,0,1029,3
S1fG1WjTAQw,Eminem - Nowhere Fast (Extended Version) [Audio] ft. Kehlani,Music video by Eminem performing Nowhere Fast (Extended/Audio).© 2018 Aftermath Records,2018-03-17 04:00:01+00:00,17099224,323866,0,19291,3
fTK0hhBiCgA,Eminem - River (Behind the Scenes) ft. Ed Sheeran,"The official video for Eminem's ""River"" featuring Ed Sheeran. Available now on the album Revival: http://shady.sr/Revival 

For more visit: http://eminem.com http://facebook.com/eminem http://twitter.com/eminem http://instagram.com/eminem http://eminem.tumblr.com http://shadyrecords.com http://facebook.com/shadyrecords http://twitter.com/shadyrecords http://instagram.com/shadyrecords http://trustshady.tumblr.com

Music video by Eminem performing River. © 2018 Aftermath Records

http://vevo.ly/xvsOwO",2018-03-14 15:40:39+00:00,3138446,98785,0,4422,3
IJvjj6Fiwvw,Eminem - Untouchable (Lyric Video),"Eminem's new track ""Untouchable"" is available everywhere: http://shady.sr/Untouchable

For more visit:
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Untouchable. (C) 2018 Aftermath Records

http://vevo.ly/Wfqz9W",2018-02-16 05:00:00+00:00,4670471,150097,0,10514,2
wfWIs2gFTAM,Eminem - River ft. Ed Sheeran,"The official video for Eminem's ""River"" featuring Ed Sheeran. Available now on the album Revival: http://shady.sr/Revival 

For more visit: http://eminem.com http://facebook.com/eminem http://twitter.com/eminem http://instagram.com/eminem http://eminem.tumblr.com http://shadyrecords.com http://facebook.com/shadyrecords http://twitter.com/shadyrecords http://instagram.com/shadyrecords http://trustshady.tumblr.com

Music video by Eminem performing River. (C) 2018 Aftermath Records

http://vevo.ly/bDDci3",2018-02-14 15:00:06+00:00,204532915,2787736,0,94308,2
E3PuYzTFDTg,Eminem - River (Trailer: Boxing) ft. Ed Sheeran,"The official video for Eminem's ""River"" featuring Ed Sheeran premieres February 14th. Listen to ‘River’ on the album Revival: http://shady.sr/Revival

 

For more visit: http://eminem.com http://facebook.com/eminem http://twitter.com/eminem http://instagram.com/eminem http://eminem.tumblr.com http://shadyrecords.com http://facebook.com/shadyrecords http://twitter.com/shadyrecords http://instagram.com/shadyrecords http://trustshady.tumblr.com

http://vevo.ly/e333B3",2018-02-13 15:00:00+00:00,1233259,57946,0,3337,2
Sb_60g3u1LU,Eminem - Walk On Water ft. Beyoncé (Official Behind The Scenes Video),"The official video for Eminem's ""Walk On Water"" featuring Beyoncé. Available now on the album Revival: http://shady.sr/Revival 

For more visit:
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Walk On Water. (C) 2018 Aftermath Records

#Eminem #WalkOnWater #Vevo",2018-01-25 05:00:00+00:00,2090447,70963,0,3569,1
fF-MRY7ILhQ,Revival Pop Up,"Go behind the scenes of the December 2017 Mom's Spaghetti Pop Up in Detroit, MI to celebrate the release of Eminem's album Revival.

Stream/download Revival: http://shady.sr/Revival

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2018-01-09 21:28:46+00:00,354318,14017,0,771,1
ryr75N0nki0,Eminem - Walk On Water (Official Video),"The official video for Eminem's ""Walk On Water"" featuring Beyoncé. Available now on the album Revival: http://shady.sr/Revival 
 
For more visit:
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Walk On Water. (C) 2017 Aftermath Records

http://vevo.ly/dlWZ43

#Eminem #WalkOnWater #Vevo #HipHop #OfficialVideo",2017-12-24 03:30:08+00:00,80956811,1291925,0,80364,12
4OiHwMtKwis,"""Walk On Water"" (Official Video Teaser)","Teaser for the official ""Walk On Water"" music video.

Revival is available everywhere now: http://shady.sr/Revival

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2017-12-20 22:00:08+00:00,836517,20485,0,1330,12
3BXDsVD6O10,Eminem - River (Audio) ft. Ed Sheeran,"Eminem's track ""River"" ft. Ed Sheeran is available on the album 'Revival,' out now: http://shady.sr/Revival
 
For more visit: 
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing River. (C) 2017 Aftermath Records

http://vevo.ly/gi8kWE

#Eminem #River #Vevo #HipHop #EdSheeran",2017-12-15 05:00:00+00:00,221342734,2128983,0,75211,12
uEh2nwrivqk,Eminem ft. Beyoncé - Walk On Water (Official Lyric Video),"The official lyric video for Eminem's ""Walk On Water"" featuring Beyoncé. Available now on the album Revival: http://shady.sr/Revival 

For more visit:
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Walk On Water. (C) 2017 Aftermath Records

http://vevo.ly/SQICDe

#Eminem #WalkOnWater #Vevo",2017-12-15 01:08:30+00:00,6859447,159269,0,8254,12
56KYMMGudcU,Eminem - Untouchable (Audio),"Eminem's new track ""Untouchable"" is available everywhere: http://shady.sr/Untouchable

For more visit:
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com


Music video by Eminem performing Untouchable. (C) 2017 Aftermath Records

http://vevo.ly/vPqZwh",2017-12-08 05:00:01+00:00,23112838,470487,0,77873,12
VUFCSGSOLOg,Revival Album Art Reveal,"Detroit’s own Jeremy Deputat, Camera Jesus and 1xRun helped us light up the D with some Revival art!

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2017-12-07 19:57:08+00:00,225476,8814,0,604,12
dhcHYYyrjJc,EminemVEVO Live Stream,,2017-12-04 13:53:43+00:00,0,375,0,0,12
GxkLy_mvGXE,Walk On Water/Stan/Love The Way You Lie (Medley/Live From Saturday Night Live/2017),"Eminem's official 2017 SNL performance.
 
""Walk on Water"" ft. Beyoncé is available everywhere: http://shady.sr/WOWEminem
 
For more visit:
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

http://vevo.ly/lIFfnC

#Eminem #WalkOnWater #Vevo #HipHop",2017-11-19 19:06:44+00:00,14028877,385353,0,28071,11
n1WpP7iowLc,Eminem - Walk On Water (Audio) ft. Beyoncé,"Eminem's new track ""Walk on Water"" ft. Beyoncé is available everywhere: http://shady.sr/WOWEminem 

For more visit: 
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

Music video by Eminem performing Walk On Water. (C) 2017 Aftermath Records
http://vevo.ly/gA7xKt

#Eminem #WalkOnWater #Vevo #HipHop #Beyonce",2017-11-10 17:00:03+00:00,63158676,1185513,0,117217,11
icB-DPmdaPw,Eminem - Partners In Rhyme: The True Story of Infinite (Official Trailer),"The full 10-minute documentary short, 'Partners In Rhyme,' is out now - watch it here: http://smarturl.it/eminem_doc. Features never-before-seen footage of Marshall Mathers in his early years when he was doing open mic nights in Detroit and recording at the Bass Brothers studio. 

The remastered title track from Eminem's debut album is now available digitally for the first time ever. Click here to stream or download ""Infinite"" now: https://infinite.lnk.to/eminem or hear it on YouTube: http://smarturl.it/eminem_infinite. 

When 'Infinite' was originally released in November of 1996, it sold out of all 500 pressed copies and the album still is not commercially available today.

http://vevo.ly/m2HAd8",2016-11-22 22:10:11+00:00,4435850,129703,0,6169,11
_Ci6LhAmYJk,Eminem - Infinite (F.B.T. Remix) [Official Audio],"The remastered title track from Eminem's debut album is now available digitally for the first time ever. Click here to stream or download it now: https://infinite.lnk.to/eminem 
When 'Infinite' was originally released in November of 1996, it sold out of all 500 pressed copies and the album still is not commercially available today. In addition, a 10-minute documentary short, 'Partners In Rhyme,' is also available now and features never-before-seen footage of Marshall Mathers in his early years when he was doing open mic nights in Detroit and recording at the Bass Brothers studio. Watch it here: http://smarturl.it/eminem_doc",2016-11-18 00:10:49+00:00,14063224,293461,0,21496,11
ZvqYabGI6HQ,Eminem - Campaign Speech,"Get ""Campaign Speech"" below:

iTunes: http://smarturl.it/CampaignSpeech
Apple Music: http://smarturl.it/CampaignSpeech.ap
Spotify: http://smarturl.it/CampaignSpeech.sp

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2016-10-19 16:16:54+00:00,13422773,263989,0,37156,10
NEGjmd_RzLU,Eminem - Phenomenal (Behind The Scenes),"Get “Phenomenal” out now: http://smarturl.it/EmPhenomenal 

Music video by Eminem performing Phenomenal. (C) 2015 Shady Records/Interscope Records

http://vevo.ly/EdVDYV

Playlist Best of Eminem: https://goo.gl/AquNpo
Subscribe for more: https://goo.gl/DxCrDV",2015-10-28 04:00:01+00:00,6720491,122100,0,5456,10
r3hJJFXnDIc,Southpaw X Soundtrack,"Get Southpaw on Blu-ray™, DVD, & Digital HD: http://gwi.io/39ktjj

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-10-27 20:54:01+00:00,155255,4403,0,164,10
SroH3XLD140,"PRhyme ft. Logic ""Mode"" Lyric Video","Directed by Paper Platoon
#SWOUP

Get the Southpaw Soundtrack here: http://smarturl.it/SouthpawMusic

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-10-16 17:59:54+00:00,245829,7508,0,526,10
oeCihv9A3ac,Eminem - Phenomenal,"Music video by Eminem performing Phenomenal. (C) 2015 Shady Records/Interscope Records

http://vevo.ly/7UTN9a",2015-10-01 13:00:01+00:00,49939621,791803,0,46696,10
XJQ7sKWIdN0,Straight Outta Compton N.W.A's Impact,"Film in theaters August 14th.

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-08-13 19:48:47+00:00,179032,6228,0,112,8
1NCjLxKK_OI,The Southpaw Sessions - Full Interview,"Southpaw film and soundtrack out now: http://smarturl.it/SouthpawMusic

Watch Part 1 of the Southpaw Sessions: https://youtu.be/whV5oQDvVWE

Watch Part 2 of the Southpaw Sessions: https://youtu.be/UGqC9URTJIQ

Watch Part 3 of the Southpaw Sessions: https://youtu.be/5imXD1LPnwo

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-07-31 21:25:37+00:00,331812,9344,0,773,7
5iZHD8Oo0k4,The Southpaw Sessions - Clip 2,"Southpaw film and soundtrack out now: http://smarturl.it/SouthpawMusic

Watch Part 1 of the Southpaw Sessions: https://youtu.be/whV5oQDvVWE

Watch Part 2 of the Southpaw Sessions: https://youtu.be/UGqC9URTJIQ

Watch Part 3 of the Southpaw Sessions: https://youtu.be/5imXD1LPnwo

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-07-30 21:12:24+00:00,68539,2211,0,436,7
5mWHfGfc77s,The Southpaw Sessions - Clip 3,"Southpaw film and soundtrack out now: http://smarturl.it/SouthpawMusic

Watch Part 1 of the Southpaw Sessions: https://youtu.be/whV5oQDvVWE

Watch Part 2 of the Southpaw Sessions: https://youtu.be/UGqC9URTJIQ

Watch Part 3 of the Southpaw Sessions: https://youtu.be/5imXD1LPnwo

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-07-30 21:12:24+00:00,68537,1961,0,131,7
WC3XQ7cguJY,The Southpaw Sessions - Clip 1,"Southpaw film and soundtrack out now: http://smarturl.it/SouthpawMusic

Watch Part 1 of the Southpaw Sessions: https://youtu.be/whV5oQDvVWE

Watch Part 2 of the Southpaw Sessions: https://youtu.be/UGqC9URTJIQ

Watch Part 3 of the Southpaw Sessions: https://youtu.be/5imXD1LPnwo

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2015-07-30 21:12:24+00:00,73213,1794,0,59,7
rpERSigjqXs,Eminem - Kings Never Die (Lyric Video) ft. Gwen Stefani,"‘Kings Never Die’, from the Southpaw soundtrack, out now on iTunes: http://smarturl.it/KingsNeverDie

See Southpaw, in theaters now

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com

http://vevo.ly/kteVAv

Playlist Best of Eminem: https://goo.gl/AquNpo
Subscribe for more: https://goo.gl/DxCrDV",2015-07-29 19:00:02+00:00,71696372,629129,0,18253,7
